product_code,name,pack_size,unit_purchase_price,unit_sale_price,pack_purchase_price,pack_sale_price,avg_price,margin,quantity,category,brand,supplier,barcode,narcotic,max_discount,formulation,description,rack
PRD-00148,"Citro Soda Sachet Lemon 100,s",100,11.2413,13.23,1124.13,1322.5,11.2413,15.03,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000148,no,,,,
PRD-00149,"Citro Soda Sachet Lemon 20's",20,22.525,26.5,450.5,530,22.525,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000149,no,,,,
PRD-00150,"Citro Soda Sachet Orange 20,s",20,22.525,26.5,450.5,530,22.525,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000150,no,,,,
PRD-00151,"Clindacin 600mg 4ml Inj",1,150.7,174.06,150.7,174.06,150.7,13.42,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000151,no,,,,
PRD-00152,"Clindacin 900mg 6ml Inj",1,226.06,281.14,226.06,281.14,226.06,19.59,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000152,no,,,,
PRD-00153,"Cofcol Elixir 120ml",1,100.27,117.96,100.27,117.96,100.27,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000153,no,,,,
PRD-00154,"Cofcol Tab",250,1.7,2,425,500,1.7,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000154,no,,,,
PRD-00155,"Cofloz Cough Syp",1,148.75,175,148.75,175,148.75,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000155,no,,,,
PRD-00156,"Cofloz Lozenges Honey",96,5.95,7,571.2,672,5.95,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000156,no,,,,
PRD-00157,"Colofac 135mg Tab 30,s",30,13.098,15.41,392.94,462.28,13.098,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000157,no,,,,
PRD-00158,"Cremaffin 120ml Syp",1,76.5,90,76.5,90,76.5,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000158,no,,,,
PRD-00159,"Cremaffin Emulsion 230ml",1,19.27,22.67,19.27,22.67,19.27,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000159,no,,,,
PRD-00160,"Dayalets Tab",30,2.519333333,2.96,75.58,88.92,2.519333333,14.89,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000160,no,,,,
PRD-00161,"Daycor 120ml Syp",1,58.65,69,58.65,69,58.65,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000161,no,,,,
PRD-00162,"Defal 80/480mg Tab",6,46.75,55,280.5,330,46.75,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000162,no,,,,
PRD-00163,"Defal Susp 30ml",1,76.5,90,76.5,90,76.5,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000163,no,,,,
PRD-00164,"Dial A Flo",1,181.48,357.47,181.48,357.47,181.48,49.23,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000164,no,,,,
PRD-00165,"Dijex Mp 120ml Susp",1,76.5,90,76.5,90,76.5,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000165,no,,,,
PRD-00166,"Dopamine 200mg 5ml Inj(abbot)",1,84.91,99.89,84.91,99.89,84.91,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000166,no,,,,
PRD-00167,"Duphalac 120ml Syp",1,243.55,286.54,243.55,286.54,243.55,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000167,no,,,,
PRD-00168,"Duphalac 240ml Syp",1,459.86,541,459.86,541,459.86,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000168,no,,,,
PRD-00169,"Duphaston 10mg Tab 20,s",20,53.125,62.5,1062.5,1250,53.125,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000169,no,,,,
PRD-00170,"Easy Feed Bag",1,197.98,252.98,197.98,252.98,197.98,21.74,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000170,no,,,,
PRD-00171,"Econid 1mg Tab",20,4.138,4.87,82.76,97.37,4.138,15.03,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000171,no,,,,
PRD-00172,"Econid 2mg Tab",20,8.449,9.94,168.98,198.8,8.449,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000172,no,,,,
PRD-00173,"Econid 3mg Tab",20,12.24,14.4,244.8,288,12.24,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000173,no,,,,
PRD-00174,"Econid 4mg Tab",20,16.5535,19.47,331.07,389.49,16.5535,14.98,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000174,no,,,,
PRD-00175,"Enoxabid 400mg Tab",20,39.956,47.01,799.12,940.14,39.956,15.01,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000175,no,,,,
PRD-00176,"Entamizole Susp 90ml",1,92.65,109,92.65,109,92.65,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000176,no,,,,
PRD-00177,"Entamizole Tab 30,s",30,6.97,8.2,209.1,246,6.97,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000177,no,,,,
PRD-00178,"Entamizole Tab Ds 15,s",15,13.71333333,16.13,205.7,242,13.71333333,14.98,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000178,no,,,,
PRD-00179,"Epival 120ml Syp",1,198.28,233.27,198.28,233.27,198.28,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000179,no,,,,
PRD-00180,"Epival 250mg Tab 100,s",100,7.0986,8.35,709.86,835.13,7.0986,14.99,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000180,no,,,,
PRD-00181,"Epival 500mg Tab 100,s",100,17.765,20.9,1776.5,2090,17.765,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000181,no,,,,
PRD-00182,"Epival Cr 500mg Tab 50,s",50,20.6348,24.28,1031.74,1213.81,20.6348,15.01,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000182,no,,,,
PRD-00183,"Epival Inj",1,70.69,83.17,70.69,83.17,70.69,15.01,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000183,no,,,,
PRD-00184,"Erybron Granules 60ml",1,58.69,69.05,58.69,69.05,58.69,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000184,no,,,,
PRD-00185,"Eryderm 60ml Lotion",1,21.11,24.83,21.11,24.83,21.11,14.98,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000185,no,,,,
PRD-00186,"Erythrocin 60ml Syp",1,56.43,66.39,56.43,66.39,56.43,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000186,no,,,,
PRD-00187,"Erythrocin Drops 30ml",1,36.51,42.95,36.51,42.95,36.51,14.99,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000187,no,,,,
PRD-00188,"Erythrocin Iv 1g Inj",1,45.07,57.26,45.07,57.26,45.07,21.29,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000188,no,,,,
PRD-00189,"Essential 200gr Supplement",1,177.1,192.5,177.1,192.5,177.1,8,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000189,no,,,,
PRD-00190,"Ethane 250ml",1,1869.14,2039,1869.14,2039,1869.14,8.33,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000190,no,,,,
PRD-00191,"Ezomol 20mg Cap (14,s)",14,15.17428571,17.85,212.44,249.92,15.17428571,14.99,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000191,no,,,,
PRD-00192,"Ezomol 40mg Cap (14,s)",14,21.03928571,24.75,294.55,346.53,21.03928571,14.99,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000192,no,,,,
PRD-00193,"Faverin 100mg Tab(10,s)",10,50.223,59.09,502.23,590.86,50.223,15.01,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000193,no,,,,
PRD-00194,"Faverin 50mg Tab",60,18.59166667,21.87,1115.5,1312.36,18.59166667,14.99,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000194,no,,,,
PRD-00195,"Femoston Conti 1/10mg Tab",1,361.25,425,361.25,425,361.25,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000195,no,,,,
PRD-00196,"Femoston Conti 1/5mg Tab",1,249.84,293.93,249.84,293.93,249.84,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000196,no,,,,
PRD-00197,"Fiberad 125g",1,72.36,79.19,72.36,79.19,72.36,8.62,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000197,no,,,,
PRD-00198,"Flexin 250mg Tab (20,s)",20,10.371,12.2,207.42,244.03,10.371,14.99,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000198,no,,,,
PRD-00199,"Flexin 500mg Tab (20,s)",20,15.482,18.21,309.64,364.28,15.482,14.98,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000199,no,,,,
PRD-00200,"Floaid 10mg Tab 14,s",14,29.44642857,34.64,412.25,485,29.44642857,14.99,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000200,no,,,,
PRD-00201,"Floaid 4mg Sacht",14,14.14428571,16.64,198.02,232.97,14.14428571,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000201,no,,,,
PRD-00202,"Floaid 5mg Tab 14,s",14,20.69928571,24.35,289.79,340.93,20.69928571,14.99,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000202,no,,,,
PRD-00203,"Forane 100ml",1,1550,2411,1550,2411,1550,35.71,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000203,no,,,,
PRD-00204,"Formance 300g Powder",1,478.4,520,478.4,520,478.4,8,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000204,no,,,,
PRD-00205,"Freestyle Meter",1,1900,2300,1900,2300,1900,17.39,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000205,no,,,,
PRD-00206,"Freestyle Optium (50s)",1,1450,2150,1450,2150,1450,32.56,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000206,no,,,,
PRD-00207,"Freestyle Optium (loose)",100,24,40,2400,4000,24,40,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000207,no,,,,
PRD-00208,"Freestyle Optium 25s",1,750,920,750,920,750,18.48,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000208,no,,,,
PRD-00209,"Froben 100mg Tab 30,s",30,9.2,10.82,276,324.7,9.2,14.97,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000209,no,,,,
PRD-00210,"Froben 50mg Tab 30,s",30,9.014333333,10.61,270.43,318.16,9.014333333,15.04,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000210,no,,,,
PRD-00211,"Froben Gel 20g",1,72.93,85.8,72.93,85.8,72.93,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000211,no,,,,
PRD-00212,"Froben Gel 50g",1,276.68,325.51,276.68,325.51,276.68,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000212,no,,,,
PRD-00213,"Froben Sr 200mg Cap",30,16.01133333,18.84,480.34,565.11,16.01133333,15.01,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000213,no,,,,
PRD-00214,"Gain Plus Food 400g",1,275,299,275,299,275,8.03,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000214,no,,,,
PRD-00215,"Ganaton 50mg Tab 30,s",30,28.19166667,33.17,845.75,995,28.19166667,15.01,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000215,no,,,,
PRD-00216,"Ganaton Od Tab 10,s",10,46.75,55,467.5,550,46.75,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000216,no,,,,
PRD-00217,"Gopten 0.5mg Cap",10,9.193,10.82,91.93,108.15,9.193,15.04,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000217,no,,,,
PRD-00218,"Hidrasec Sachet 10mg (infants)",16,78.57375,92.44,1257.18,1479.04,78.57375,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000218,no,,,,
PRD-00219,"Hytrin 1mg Tab 30,s",30,14.05633333,16.54,421.69,496.1,14.05633333,15.02,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000219,no,,,,
PRD-00220,"Hytrin 2mg Tab 30,s",30,19.55733333,23.01,586.72,690.26,19.55733333,15.01,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000220,no,,,,
PRD-00221,"Hytrin 5mg Tab 30,s",30,46.938,55.22,1408.14,1656.63,46.938,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000221,no,,,,
PRD-00222,"Iberet 120ml Syp",1,91.99,108.23,91.99,108.23,91.99,15.01,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000222,no,,,,
PRD-00223,"Iberet 500 Tab",1,99.04,116.52,99.04,116.52,99.04,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000223,no,,,,
PRD-00224,"Iberet Drops 10ml",1,12.52,14.73,12.52,14.73,12.52,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000224,no,,,,
PRD-00225,"Iberet Folic Tab 30,s",1,230.35,271,230.35,271,230.35,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000225,no,,,,
PRD-00226,"Influvac 0.5ml Vaccine",1,1921.7,2260.82,1921.7,2260.82,1921.7,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000226,no,,,,
PRD-00227,"Isomil Sachet",5,38.088,41.4,190.44,207,38.088,8,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000227,no,,,,
PRD-00228,"Isoptin 5mg Inj",5,16.8,19.79,84,98.93,16.8,15.11,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000228,no,,,,
PRD-00229,"Kaltin 120ml Susp",1,19.27,23.58,19.27,23.58,19.27,18.28,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000229,no,,,,
PRD-00230,"Klaricid Drop 30ml",1,238.88,281.03,238.88,281.03,238.88,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000230,no,,,,
PRD-00231,"Klaricid Susp 125mg/5ml 60ml.",1,476.8,560.94,476.8,560.94,476.8,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000231,no,,,,
PRD-00232,"Klaricid Susp 250mg/5ml Ds 60ml",1,794.28,934,794.28,934,794.28,14.96,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000232,no,,,,
PRD-00233,"Klaricid Tab 250mg 10,s",10,45.05,53,450.5,530,45.05,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000233,no,,,,
PRD-00234,"Klaricid Tab 500mg 10s",10,81.6,96,816,960,81.6,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000234,no,,,,
PRD-00235,"Klaricid Tab Xl 500mg 5,s",5,81.6,96,408,480,81.6,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000235,no,,,,
PRD-00236,"Klaricid Vail 0.5g (abbott)",1,172.95,203.5,172.95,203.5,172.95,15.01,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000236,no,,,,
PRD-00237,"Liposyn Ii 20% 200ml",1,306,353.63,306,353.63,306,13.47,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000237,no,,,,
PRD-00238,"Loftyl 150mg Tab",100,4.4857,5.28,448.57,527.73,4.4857,15.04,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000238,no,,,,
PRD-00239,"Loftyl 300mg Tab",50,10.9158,12.84,545.79,642.1,10.9158,14.99,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000239,no,,,,
PRD-00240,"Loftyl 5ml Inj",5,8.362,9.84,41.81,49.19,8.362,15.02,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000240,no,,,,
PRD-00241,"Mammol Ointmemt 15g",1,58.96,73.5,58.96,73.5,58.96,19.78,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000241,no,,,,
PRD-00242,"Melagyn Gel",1,711.99,929.49,711.99,929.49,711.99,23.4,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000242,no,,,,
PRD-00243,"Moksi 400mg Tab 5,s",5,110.172,129.61,550.86,648.07,110.172,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000243,no,,,,
PRD-00244,"Mospel 45ml Cream",1,269.24,353,269.24,353,269.24,23.73,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000244,no,,,,
PRD-00245,"Mospel Baby Lotion 45ml",1,75,85,75,85,75,11.76,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000245,no,,,,
PRD-00246,"Mospel Lotion 45ml",1,250.53,302.56,250.53,302.56,250.53,17.2,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000246,no,,,,
PRD-00247,"Mospel Rapid 400ml Spray",1,274.62,300,274.62,300,274.62,8.46,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000247,no,,,,
PRD-00248,"Mucolator 200mg Sachets 30,s",30,17.497,20.58,524.91,617.54,17.497,14.98,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000248,no,,,,
PRD-00249,"Murine Clear Eyes 15ml",1,30.11,35.42,30.11,35.42,30.11,14.99,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000249,no,,,,
PRD-00250,"Murine Plus Eye Drops 15ml",1,31.32,36.84,31.32,36.84,31.32,14.98,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000250,no,,,,
PRD-00251,"Neophage 500mg Tab",50,1.451,1.71,72.55,85.35,1.451,15.15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000251,no,,,,
PRD-00252,"Neophage 850mg Tab",30,2.619,3.08,78.57,92.44,2.619,14.97,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000252,no,,,,
PRD-00253,"Nepro 8fl Oz",1,127.88,139,127.88,139,127.88,8,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000253,no,,,,
PRD-00254,"Nicor 120ml Syp",1,58.65,69,58.65,69,58.65,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000254,no,,,,
PRD-00255,"Optilets M Tab 30,s",1,124.23,146.15,124.23,146.15,124.23,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000255,no,,,,
PRD-00256,"Optium Free Styl(100's)",100,20,26,2000,2600,20,23.08,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000256,no,,,,
PRD-00257,"Optium Omega Strips(25s)",1,450,550,450,550,450,18.18,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000257,no,,,,
PRD-00258,"Optium Xceed Meter",1,1150,1500,1150,1500,1150,23.33,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000258,no,,,,
PRD-00259,"Osmolite 500ml",1,197.8,215,197.8,215,197.8,8,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000259,no,,,,
PRD-00260,"Pedialyte 500ml(ors-abbott)",1,46.75,55,46.75,55,46.75,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000260,no,,,,
PRD-00261,"Pediazole 60ml Syp",1,43.85,53.76,43.85,53.76,43.85,18.43,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000261,no,,,,
PRD-00262,"Pentothal Sod 500mg",25,59.76,68,1494,1700,59.76,12.12,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000262,no,,,,
PRD-00263,"Polycose 350g Powder",1,289.8,315,289.8,315,289.8,8,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000263,no,,,,
PRD-00264,"Pramet Fa Tab(25's)",25,5.3988,6.36,134.97,158.89,5.3988,15.11,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000264,no,,,,
PRD-00265,"Promod Milk 275g",1,506.4,550.43,506.4,550.43,506.4,8,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000265,no,,,,
PRD-00266,"Propofol 1/ 10mg",5,237.6,264,1188,1320,237.6,10,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000266,no,,,,
PRD-00267,"Propofol 50mg Vail",1,618.68,677,618.68,677,618.68,8.61,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000267,no,,,,
PRD-00268,"Prothiaden 25mg Tab 100,s",100,2.0038,2.36,200.38,235.75,2.0038,15.09,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000268,no,,,,
PRD-00269,"Prothiaden 75mg Tab 30,s",30,5.579666667,6.56,167.39,196.93,5.579666667,14.94,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000269,no,,,,
PRD-00270,"Protium 40mg Tab 14,s",14,77.15071429,90.77,1080.11,1270.72,77.15071429,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000270,no,,,,
PRD-00271,"Pulmocare 250ml",1,120.52,131,120.52,131,120.52,8,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000271,no,,,,
PRD-00272,"Rambuzid Tab",100,2.9785,3.64,297.85,364.43,2.9785,18.17,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000272,no,,,,
PRD-00273,"Rashnil Cream 20g",1,46.32,54.5,46.32,54.5,46.32,15.01,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000273,no,,,,
PRD-00274,"Rashnil Cream 50gm",1,151.3,178,151.3,178,151.3,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000274,no,,,,
PRD-00275,"Reductil 10mg Cap(abbott)",14,50.69642857,59.64,709.75,835,50.69642857,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000275,no,,,,
PRD-00276,"Reductil 15mg Cap(abbott)",14,56.71428571,66.79,794,935,56.71428571,15.09,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000276,no,,,,
PRD-00277,"Ribufen Gel",1,52.46,61.72,52.46,61.72,52.46,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000277,no,,,,
PRD-00278,"Rifampicin 600mg Tab",100,7.2456,8.37,724.56,837.42,7.2456,13.43,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000278,no,,,,
PRD-00279,"Rondec C 120ml Syp",1,141.39,166.35,141.39,166.35,141.39,15,0,Medicines,"ABBOTT LABORATORIES (PAK) LTD","SAMEEL DISTRIBUTOR",PD00000279,no,,,,
